waveno,SA,mel,pre2,MF2,MFC2,pre4,MF4,MFC4,pre6,MF6,MFC6
2598.95163,0.96487,0.97847,0.95072,0.99015,0.99351,0.94465,0.9757,0.99268,0.96987,0.98904,0.99151
2596.91163,0.96506,0.97851,0.95118,0.99018,0.99354,0.94505,0.97575,0.99271,0.96998,0.98908,0.99153
2594.87164,0.96525,0.97855,0.9516,0.9902,0.99356,0.94541,0.9758,0.99274,0.97008,0.98912,0.99155
2592.83165,0.96541,0.97858,0.95199,0.99022,0.99359,0.94575,0.97585,0.99276,0.97017,0.98915,0.99157
2590.79165,0.96557,0.97861,0.95235,0.99023,0.99361,0.94605,0.9759,0.99278,0.97026,0.98918,0.99158
2588.75166,0.96573,0.97865,0.95269,0.99025,0.99363,0.94633,0.97594,0.9928,0.97034,0.98921,0.9916
2586.71167,0.96589,0.97868,0.95302,0.99025,0.99365,0.94659,0.97598,0.99282,0.97042,0.98924,0.99161
2584.67167,0.96604,0.97872,0.95332,0.99026,0.99366,0.94682,0.97602,0.99283,0.97049,0.98927,0.99162
2582.63168,0.96617,0.97875,0.95358,0.99027,0.99368,0.94701,0.97605,0.99284,0.97056,0.9893,0.99163
2580.59169,0.96626,0.97878,0.95381,0.99027,0.99369,0.94717,0.97608,0.99285,0.97062,0.98932,0.99164
2578.55169,0.96633,0.97881,0.95401,0.99027,0.9937,0.94731,0.97611,0.99285,0.97068,0.98934,0.99164
2576.5117,0.96638,0.97883,0.95419,0.99028,0.99371,0.94743,0.97614,0.99285,0.97074,0.98935,0.99165
2574.47171,0.96643,0.97884,0.95437,0.99028,0.99372,0.94755,0.97617,0.99285,0.97079,0.98935,0.99166
2572.43171,0.96647,0.97885,0.95452,0.99028,0.99373,0.94764,0.97619,0.99285,0.97085,0.98934,0.99166
2570.39172,0.96653,0.97885,0.95464,0.99028,0.99374,0.94772,0.9762,0.99284,0.9709,0.98934,0.99167
2568.35173,0.96658,0.97886,0.95475,0.99028,0.99374,0.94779,0.97622,0.99284,0.97095,0.98932,0.99168
2566.31173,0.96662,0.97888,0.95485,0.99029,0.99375,0.94787,0.97622,0.99284,0.97101,0.98931,0.99169
2564.27174,0.96666,0.97889,0.95494,0.99029,0.99375,0.94794,0.97623,0.99283,0.97106,0.98928,0.99169
2562.23175,0.96672,0.97889,0.95503,0.99029,0.99375,0.948,0.97623,0.99283,0.97112,0.98926,0.9917
2560.19175,0.96679,0.97889,0.95508,0.9903,0.99374,0.94805,0.97624,0.99283,0.97117,0.98923,0.9917
2558.15176,0.96688,0.97889,0.95511,0.99031,0.99374,0.9481,0.97624,0.99284,0.97124,0.98921,0.99171
2556.11177,0.96698,0.9789,0.95514,0.99033,0.99374,0.94814,0.97625,0.99284,0.9713,0.98919,0.99172
2554.07177,0.96711,0.97892,0.95517,0.99034,0.99374,0.94819,0.97626,0.99286,0.97137,0.98918,0.99172
2552.03178,0.96726,0.97894,0.9552,0.99036,0.99375,0.94825,0.97627,0.99287,0.97144,0.98918,0.99173
2549.99178,0.96742,0.97896,0.95523,0.99038,0.99376,0.94832,0.97629,0.9929,0.97151,0.98918,0.99173
2547.95179,0.96757,0.97897,0.95527,0.9904,0.99377,0.9484,0.97631,0.99292,0.97159,0.98918,0.99174
2545.9118,0.96771,0.97898,0.95533,0.99041,0.99378,0.9485,0.97634,0.99294,0.97166,0.98919,0.99174
2543.8718,0.96785,0.97899,0.95541,0.99044,0.9938,0.94862,0.97636,0.99296,0.97174,0.9892,0.99174
2541.83181,0.96799,0.97902,0.95551,0.99046,0.99382,0.94877,0.9764,0.99297,0.97182,0.98922,0.99174
2539.79182,0.96816,0.97906,0.95564,0.99048,0.99383,0.94894,0.97643,0.99299,0.9719,0.98924,0.99174
2537.75182,0.96836,0.9791,0.95579,0.99049,0.99385,0.94913,0.97647,0.993,0.97197,0.98927,0.99174
2535.71183,0.96857,0.97913,0.95598,0.99051,0.99388,0.94933,0.97651,0.99302,0.97206,0.98929,0.99174
2533.67184,0.96879,0.97916,0.95619,0.99053,0.99391,0.94956,0.97656,0.99303,0.97214,0.98932,0.99175
2531.63184,0.96902,0.97919,0.95643,0.99054,0.99394,0.94979,0.97661,0.99304,0.97222,0.98935,0.99175
2529.59185,0.96926,0.97922,0.95671,0.99055,0.99397,0.95005,0.97666,0.99305,0.9723,0.98937,0.99176
2527.55186,0.9695,0.97924,0.95701,0.99056,0.994,0.95035,0.97672,0.99306,0.97239,0.9894,0.99176
2525.51186,0.96977,0.97926,0.95733,0.99057,0.99403,0.95067,0.97677,0.99308,0.97247,0.98942,0.99177
2523.47187,0.97006,0.97927,0.95769,0.99058,0.99407,0.95101,0.97683,0.99309,0.97256,0.98945,0.99178
2521.43188,0.97036,0.97928,0.95807,0.99058,0.99409,0.95137,0.97689,0.9931,0.97264,0.98947,0.9918
2519.39188,0.97068,0.9793,0.95847,0.99058,0.99412,0.95176,0.97694,0.99311,0.97273,0.98949,0.99181
2517.35189,0.97101,0.97932,0.95889,0.99059,0.99415,0.95216,0.97701,0.99313,0.97281,0.98951,0.99183
2515.3119,0.97134,0.97933,0.95933,0.99059,0.99418,0.95257,0.97707,0.99316,0.97289,0.98953,0.99185
2513.2719,0.97168,0.97934,0.95978,0.99059,0.99421,0.95298,0.97714,0.99318,0.97297,0.98955,0.99188
2511.23191,0.97201,0.97935,0.96023,0.9906,0.99424,0.9534,0.97721,0.99321,0.97306,0.98957,0.99191
2509.19192,0.97232,0.97936,0.96069,0.99061,0.99427,0.95381,0.97728,0.99325,0.97314,0.9896,0.99195
2507.15192,0.97262,0.97935,0.96115,0.99062,0.99431,0.95422,0.97736,0.9933,0.97323,0.98963,0.99199
2505.11193,0.97291,0.97934,0.96161,0.99063,0.99434,0.95464,0.97743,0.99335,0.97333,0.98965,0.99203
2503.07194,0.97317,0.97934,0.96207,0.99065,0.99436,0.95506,0.97751,0.9934,0.97342,0.98968,0.99207
2501.03194,0.97341,0.97934,0.96252,0.99066,0.99439,0.95546,0.97759,0.99345,0.97352,0.9897,0.99211
2498.99195,0.97364,0.97935,0.96296,0.99068,0.99442,0.95587,0.97766,0.9935,0.97361,0.98972,0.99216
2496.95196,0.97386,0.97935,0.96339,0.99069,0.99444,0.95627,0.97773,0.99354,0.97371,0.98974,0.9922
2494.91196,0.97409,0.97935,0.96381,0.99071,0.99446,0.95666,0.97779,0.99358,0.97382,0.98975,0.99224
2492.87197,0.97432,0.97936,0.9642,0.99073,0.99449,0.95705,0.97786,0.99362,0.97392,0.98977,0.99228
2490.83198,0.97455,0.97937,0.96458,0.99074,0.99451,0.95741,0.97791,0.99365,0.97403,0.98977,0.99232
2488.79198,0.97478,0.97938,0.96496,0.99076,0.99453,0.95774,0.97797,0.99368,0.97414,0.98977,0.99235
2486.75199,0.97499,0.97938,0.96532,0.99077,0.99455,0.95805,0.97802,0.99371,0.97425,0.98977,0.99239
2484.712,0.97519,0.97939,0.96566,0.99078,0.99458,0.95836,0.97807,0.99373,0.97437,0.98977,0.99242
2482.672,0.97538,0.9794,0.96596,0.99079,0.9946,0.95866,0.97812,0.99375,0.97449,0.98976,0.99245
2480.63201,0.97557,0.97942,0.96624,0.99079,0.99462,0.95895,0.97817,0.99376,0.9746,0.98975,0.99247
2478.59201,0.97575,0.97943,0.9665,0.9908,0.99464,0.95922,0.97821,0.99377,0.97472,0.98974,0.99249
2476.55202,0.97594,0.97942,0.96675,0.9908,0.99467,0.95947,0.97825,0.99378,0.97483,0.98974,0.99252
2474.51203,0.97614,0.97942,0.96697,0.99081,0.99469,0.9597,0.9783,0.99379,0.97494,0.98973,0.99254
2472.47203,0.97634,0.97942,0.96717,0.99082,0.99471,0.95991,0.97834,0.9938,0.97505,0.98972,0.99256
2470.43204,0.97656,0.97943,0.96735,0.99083,0.99474,0.96011,0.97838,0.99382,0.97514,0.98972,0.99258
2468.39205,0.97679,0.97945,0.96752,0.99085,0.99476,0.9603,0.97843,0.99383,0.97523,0.98972,0.99261
2466.35205,0.977,0.97946,0.96768,0.99086,0.99479,0.96046,0.97848,0.99385,0.97532,0.98973,0.99263
2464.31206,0.9772,0.97947,0.96781,0.99089,0.99481,0.96061,0.97853,0.99387,0.9754,0.98975,0.99266
2462.27207,0.97738,0.97947,0.96793,0.99091,0.99483,0.96074,0.97859,0.99389,0.97548,0.98976,0.99269
2460.23207,0.97755,0.97948,0.96805,0.99094,0.99485,0.96087,0.97865,0.99392,0.97555,0.98979,0.99272
2458.19208,0.97771,0.97949,0.96816,0.99097,0.99487,0.961,0.97871,0.99396,0.97562,0.98981,0.99275
2456.15209,0.9779,0.9795,0.96828,0.99099,0.99488,0.96112,0.97877,0.99399,0.97568,0.98984,0.99279
2454.11209,0.97809,0.9795,0.96838,0.99102,0.9949,0.96125,0.97883,0.99402,0.97575,0.98987,0.99282
2452.0721,0.97828,0.97951,0.96848,0.99105,0.99492,0.96137,0.97889,0.99406,0.97581,0.9899,0.99285
2450.03211,0.97848,0.97951,0.9686,0.99108,0.99494,0.9615,0.97895,0.99409,0.97586,0.98993,0.99288
2447.99211,0.97867,0.97953,0.96874,0.9911,0.99495,0.96164,0.979,0.99412,0.97592,0.98996,0.99291
2445.95212,0.97884,0.97955,0.96889,0.99112,0.99497,0.96178,0.97905,0.99415,0.97597,0.98999,0.99294
2443.91213,0.979,0.97959,0.96905,0.99114,0.99498,0.9619,0.9791,0.99417,0.97602,0.99001,0.99297
2441.87213,0.97913,0.97964,0.96921,0.99115,0.995,0.96202,0.97914,0.99419,0.97607,0.99003,0.99299
2439.83214,0.97926,0.97968,0.96939,0.99116,0.99502,0.96214,0.97918,0.99422,0.97612,0.99005,0.99301
2437.79215,0.97938,0.97973,0.96957,0.99116,0.99504,0.96228,0.97922,0.99424,0.97617,0.99007,0.99303
2435.75215,0.97951,0.97977,0.96976,0.99117,0.99507,0.96243,0.97926,0.99426,0.97622,0.99007,0.99305
2433.71216,0.97964,0.97982,0.96995,0.99117,0.9951,0.96257,0.97929,0.99427,0.97627,0.99008,0.99307
2431.67217,0.97978,0.97986,0.97015,0.99118,0.99512,0.96271,0.97932,0.99429,0.97631,0.99007,0.99308
2429.63217,0.97991,0.97989,0.97034,0.99118,0.99515,0.96285,0.97935,0.99431,0.97636,0.99007,0.9931
2427.59218,0.98004,0.97992,0.97053,0.99119,0.99519,0.96298,0.97937,0.99433,0.97641,0.99005,0.99312
2425.55219,0.98017,0.97995,0.97071,0.99121,0.99522,0.9631,0.97939,0.99435,0.97645,0.99004,0.99315
2423.51219,0.98031,0.97999,0.97088,0.99124,0.99526,0.96322,0.97942,0.99439,0.9765,0.99003,0.99319
2421.4722,0.98045,0.98005,0.97104,0.99128,0.9953,0.96333,0.97945,0.99443,0.97656,0.99003,0.99323
2419.43221,0.98057,0.9801,0.9712,0.99133,0.99535,0.96344,0.9795,0.99447,0.97662,0.99003,0.99327
2417.39221,0.98067,0.98014,0.97135,0.99138,0.99539,0.96355,0.97955,0.99451,0.97669,0.99004,0.9933
2415.35222,0.98076,0.98018,0.97151,0.99142,0.99542,0.96368,0.9796,0.99455,0.97677,0.99004,0.99333
2413.31223,0.98086,0.98021,0.97167,0.99146,0.99545,0.96382,0.97966,0.99458,0.97685,0.99005,0.99335
2411.27223,0.98096,0.98023,0.97183,0.99147,0.99546,0.96399,0.9797,0.99459,0.97693,0.99004,0.99334
2409.23224,0.98109,0.98023,0.972,0.99147,0.99545,0.96416,0.97973,0.99458,0.977,0.99001,0.99332
2407.19224,0.98123,0.98024,0.97215,0.99143,0.99544,0.96432,0.97973,0.99455,0.97706,0.98996,0.99327
2405.15225,0.98139,0.98028,0.9723,0.99136,0.99541,0.96447,0.97972,0.9945,0.97711,0.98988,0.9932
2403.11226,0.98154,0.98034,0.97247,0.99127,0.99537,0.9646,0.9797,0.99444,0.97715,0.98979,0.99311
2401.07226,0.98169,0.98042,0.97266,0.99116,0.99533,0.96471,0.97968,0.99436,0.97718,0.9897,0.99299
2399.03227,0.98183,0.98049,0.97283,0.99104,0.99528,0.96478,0.97969,0.99428,0.97722,0.98964,0.99287
2396.99228,0.98193,0.98056,0.97297,0.99095,0.99525,0.9648,0.97972,0.99421,0.97725,0.98961,0.99276
2394.95228,0.98202,0.9806,0.97308,0.99089,0.99525,0.96477,0.97978,0.99418,0.97728,0.98961,0.99271
2392.91229,0.98211,0.98062,0.97314,0.99086,0.99529,0.96469,0.97986,0.99419,0.9773,0.98964,0.99271
2390.8723,0.98219,0.98062,0.97316,0.99089,0.99535,0.96459,0.97997,0.99424,0.97732,0.98972,0.99277
2388.8323,0.98224,0.98059,0.97313,0.99095,0.99544,0.96448,0.98011,0.99432,0.97735,0.98985,0.99287
2386.79231,0.98227,0.98054,0.97306,0.99105,0.99555,0.96439,0.98028,0.99442,0.97739,0.99002,0.993
2384.75232,0.98234,0.98052,0.97294,0.9912,0.99567,0.96428,0.98048,0.99455,0.97743,0.99024,0.99316
2382.71232,0.98249,0.98057,0.97276,0.99138,0.99582,0.96413,0.98069,0.99471,0.97748,0.9905,0.99336
2380.67233,0.98267,0.98071,0.97252,0.9916,0.99598,0.96401,0.98093,0.99489,0.97755,0.99078,0.99359
2378.63234,0.98279,0.98082,0.97226,0.99185,0.99616,0.96403,0.98118,0.9951,0.97764,0.99111,0.99385
2376.59234,0.98278,0.98076,0.97198,0.99215,0.99635,0.96428,0.98147,0.99533,0.97776,0.99148,0.99414
2374.55235,0.98273,0.9806,0.97168,0.99248,0.99655,0.96466,0.98178,0.99558,0.97791,0.99189,0.99445
2372.51236,0.98276,0.98058,0.97137,0.99283,0.99675,0.96495,0.98212,0.99582,0.97811,0.99233,0.99476
2370.47236,0.98296,0.98083,0.97108,0.99319,0.99693,0.96502,0.98246,0.99606,0.97833,0.99279,0.99505
2368.43237,0.98322,0.98118,0.97084,0.99354,0.9971,0.96497,0.98279,0.99627,0.97859,0.99324,0.99532
2366.39238,0.98345,0.98143,0.97066,0.99385,0.99723,0.965,0.98311,0.99645,0.97887,0.99366,0.99555
2364.35238,0.98363,0.98158,0.97056,0.99412,0.99732,0.96515,0.98338,0.99658,0.97916,0.99404,0.99572
2362.31239,0.98382,0.9817,0.97055,0.99432,0.99737,0.96538,0.98362,0.99666,0.97946,0.99436,0.99584
2360.2724,0.98404,0.98184,0.97058,0.99445,0.99737,0.96561,0.98379,0.99668,0.97975,0.99459,0.99588
2358.2324,0.98429,0.98201,0.97062,0.99451,0.99734,0.96579,0.98392,0.99666,0.98002,0.99474,0.99587
2356.19241,0.98454,0.98222,0.97066,0.99449,0.99728,0.96593,0.984,0.99659,0.98029,0.99483,0.99578
2354.15242,0.98475,0.98241,0.97073,0.99443,0.99719,0.96603,0.98407,0.99647,0.98055,0.99487,0.99564
2352.11242,0.9849,0.98256,0.97079,0.99433,0.99708,0.96608,0.98414,0.99634,0.98079,0.9949,0.99546
2350.07243,0.985,0.98265,0.97082,0.99422,0.99697,0.96606,0.98419,0.99621,0.98101,0.99488,0.9953
2348.03244,0.98506,0.98269,0.97083,0.9941,0.99688,0.96598,0.98418,0.99611,0.98117,0.99479,0.99519
2345.99244,0.98512,0.98268,0.97082,0.99396,0.9968,0.96584,0.98411,0.99602,0.98128,0.99463,0.99511
2343.95245,0.98516,0.9826,0.97078,0.99378,0.99672,0.96567,0.98398,0.99591,0.98133,0.9944,0.99501
2341.91246,0.98516,0.98245,0.97071,0.99354,0.9966,0.96547,0.9838,0.99576,0.98132,0.99412,0.99486
2339.87246,0.98512,0.98227,0.97062,0.99325,0.99646,0.96524,0.98354,0.99557,0.98126,0.99375,0.99465
2337.83247,0.9851,0.98211,0.9705,0.99289,0.99629,0.96497,0.9832,0.99535,0.98112,0.9933,0.99439
2335.79247,0.98513,0.98197,0.97035,0.99247,0.99611,0.96467,0.98277,0.9951,0.98092,0.99276,0.99409
2333.75248,0.98515,0.98184,0.97018,0.992,0.9959,0.96441,0.98227,0.99483,0.98065,0.99214,0.99376
2331.71249,0.98508,0.98162,0.96998,0.99149,0.99569,0.96425,0.9817,0.99454,0.98034,0.99147,0.9934
2329.67249,0.98489,0.98125,0.96978,0.99097,0.99547,0.96422,0.98111,0.99424,0.98001,0.99077,0.99303
2327.6325,0.9847,0.98085,0.96959,0.99045,0.99525,0.9642,0.9805,0.99394,0.97966,0.99007,0.99265
2325.59251,0.98464,0.98061,0.9694,0.98993,0.99503,0.96398,0.9799,0.99364,0.97931,0.98939,0.99227
2323.55251,0.98474,0.98062,0.96925,0.98944,0.99482,0.96353,0.97931,0.99336,0.97898,0.98874,0.9919
2321.51252,0.98487,0.9807,0.96916,0.98899,0.99463,0.96303,0.97875,0.9931,0.97866,0.98814,0.99156
2319.47253,0.98491,0.98062,0.96912,0.98858,0.99445,0.96269,0.97825,0.99287,0.97838,0.9876,0.99124
2317.43253,0.98488,0.98042,0.96913,0.98822,0.99429,0.96255,0.97783,0.99267,0.97814,0.98714,0.99096
2315.39254,0.98487,0.98025,0.96918,0.98792,0.99415,0.96249,0.97747,0.99251,0.97795,0.98676,0.99073
2313.35255,0.98494,0.98018,0.96925,0.98769,0.99405,0.96243,0.97721,0.9924,0.9778,0.98647,0.99055
2311.31255,0.98504,0.9802,0.96931,0.98754,0.99399,0.96237,0.97704,0.99233,0.97772,0.98628,0.99043
2309.27256,0.98515,0.98025,0.96934,0.98748,0.99396,0.96233,0.97698,0.99232,0.97771,0.98621,0.99038
2307.23257,0.98525,0.98033,0.96938,0.98752,0.99399,0.96234,0.97704,0.99238,0.97776,0.98627,0.9904
2305.19257,0.98534,0.98041,0.96943,0.98766,0.99406,0.96239,0.97723,0.9925,0.97787,0.98645,0.99051
2303.15258,0.98542,0.98049,0.96949,0.98789,0.99417,0.96248,0.9775,0.99269,0.97803,0.98673,0.99071
2301.11259,0.98551,0.98059,0.96955,0.9882,0.99434,0.96259,0.97785,0.99293,0.97822,0.98708,0.991
2299.07259,0.98563,0.9807,0.96964,0.98856,0.99453,0.96273,0.97824,0.99322,0.97844,0.98748,0.99135
2297.0326,0.98573,0.98081,0.96974,0.98894,0.99474,0.96287,0.97866,0.99351,0.97868,0.98791,0.99171
2294.99261,0.98581,0.9809,0.96983,0.98933,0.99494,0.96302,0.97911,0.99381,0.97893,0.98837,0.99206
2292.95261,0.98588,0.98098,0.96992,0.98972,0.99514,0.96316,0.97956,0.99408,0.97919,0.98882,0.9924
2290.91262,0.98596,0.98109,0.97,0.99008,0.99532,0.96326,0.97999,0.99435,0.97943,0.98924,0.99271
2288.87263,0.98603,0.98122,0.97008,0.99041,0.9955,0.96334,0.98038,0.99459,0.97965,0.98961,0.993
2286.83263,0.9861,0.98134,0.97015,0.9907,0.99566,0.96341,0.98073,0.99481,0.97985,0.98994,0.99327
2284.79264,0.98615,0.98143,0.97018,0.99096,0.99581,0.96345,0.98104,0.995,0.98003,0.99022,0.9935
2282.75265,0.98617,0.98151,0.97017,0.99118,0.99594,0.96347,0.98131,0.99517,0.98019,0.99046,0.99371
2280.71265,0.98618,0.98158,0.97014,0.99136,0.99605,0.96347,0.98154,0.99531,0.98033,0.99065,0.99389
2278.67266,0.98618,0.98163,0.97011,0.9915,0.99614,0.96346,0.98173,0.99544,0.98045,0.99081,0.99404
2276.63267,0.9862,0.98166,0.97006,0.99162,0.99623,0.96343,0.98188,0.99554,0.98054,0.99093,0.99417
2274.59267,0.98621,0.98168,0.96999,0.99171,0.99629,0.96337,0.98201,0.99563,0.98062,0.99103,0.99427
2272.55268,0.98622,0.98171,0.96989,0.99178,0.99635,0.9633,0.98211,0.9957,0.98069,0.99109,0.99435
2270.51269,0.98624,0.98175,0.96976,0.99182,0.99639,0.9632,0.98218,0.99575,0.98075,0.99114,0.99442
2268.47269,0.98627,0.98178,0.9696,0.99184,0.99642,0.96309,0.98223,0.9958,0.98079,0.99116,0.99447
2266.4327,0.98629,0.98181,0.96945,0.99185,0.99644,0.96296,0.98226,0.99583,0.98083,0.99116,0.99451
2264.3927,0.98633,0.98184,0.9693,0.99185,0.99646,0.96282,0.98227,0.99585,0.98085,0.99116,0.99454
2262.35271,0.98638,0.98187,0.96916,0.99184,0.99647,0.96268,0.98228,0.99587,0.98087,0.99116,0.99456
2260.31272,0.98647,0.98189,0.96901,0.99183,0.99649,0.96255,0.98228,0.99589,0.9809,0.99115,0.99458
2258.27272,0.98657,0.9819,0.96886,0.99182,0.9965,0.96241,0.98228,0.99591,0.98091,0.99115,0.9946
2256.23273,0.98667,0.98192,0.9687,0.99181,0.99652,0.96228,0.98228,0.99592,0.98093,0.99115,0.99462
2254.19274,0.98676,0.98194,0.96855,0.9918,0.99654,0.96214,0.98228,0.99594,0.98095,0.99115,0.99465
2252.15274,0.98685,0.98196,0.9684,0.9918,0.99656,0.96201,0.98228,0.99595,0.98097,0.99116,0.99468
2250.11275,0.98695,0.98197,0.96826,0.9918,0.99659,0.96189,0.98228,0.99597,0.98098,0.99118,0.99471
2248.07276,0.98706,0.98197,0.96812,0.9918,0.99661,0.96176,0.98229,0.99599,0.981,0.99119,0.99474
2246.03276,0.98718,0.98195,0.96798,0.99181,0.99664,0.96163,0.9823,0.99602,0.98102,0.99122,0.99477
2243.99277,0.9873,0.98193,0.96785,0.99181,0.99667,0.9615,0.98232,0.99605,0.98104,0.99125,0.99481
2241.95278,0.98742,0.98191,0.96772,0.99182,0.9967,0.96137,0.98234,0.99607,0.98106,0.99128,0.99483
2239.91278,0.98754,0.9819,0.9676,0.99183,0.99672,0.96124,0.98236,0.9961,0.98108,0.99132,0.99486
2237.87279,0.98765,0.98189,0.96747,0.99184,0.99675,0.9611,0.98238,0.99613,0.9811,0.99135,0.99488
2235.8328,0.98775,0.98186,0.96735,0.99185,0.99677,0.96095,0.9824,0.99617,0.98111,0.99139,0.99491
2233.7928,0.98783,0.98183,0.96722,0.99186,0.9968,0.9608,0.98243,0.9962,0.98112,0.99144,0.99494
2231.75281,0.98791,0.98178,0.9671,0.99187,0.99682,0.96066,0.98245,0.99624,0.98114,0.99148,0.99496
2229.71282,0.98799,0.98173,0.96699,0.99188,0.99684,0.96052,0.98248,0.99628,0.98115,0.99153,0.99499
2227.67282,0.98807,0.98168,0.96688,0.9919,0.99686,0.96036,0.9825,0.99632,0.98115,0.99157,0.99502
2225.63283,0.98815,0.98164,0.96675,0.99191,0.99688,0.96019,0.98253,0.99636,0.98116,0.99161,0.99504
2223.59284,0.98823,0.98159,0.96662,0.99193,0.9969,0.96004,0.98255,0.9964,0.98116,0.99165,0.99506
2221.55284,0.98829,0.98154,0.9665,0.99194,0.99692,0.95988,0.98258,0.99643,0.98117,0.99168,0.99508
2219.51285,0.98834,0.98148,0.96639,0.99195,0.99693,0.95972,0.9826,0.99647,0.98116,0.99171,0.9951
2217.47286,0.98839,0.98141,0.96629,0.99197,0.99695,0.95956,0.98263,0.99651,0.98116,0.99173,0.99513
2215.43286,0.98844,0.98135,0.96619,0.99198,0.99696,0.9594,0.98265,0.99654,0.98115,0.99175,0.99515
2213.39287,0.98851,0.98129,0.96608,0.992,0.99698,0.95926,0.98267,0.99658,0.98115,0.99176,0.99518
2211.35288,0.98856,0.98124,0.96599,0.99201,0.997,0.95913,0.98269,0.99661,0.98115,0.99177,0.99521
2209.31288,0.98859,0.9812,0.96589,0.99202,0.99702,0.95901,0.98271,0.99664,0.98116,0.99177,0.99525
2207.27289,0.98861,0.98114,0.9658,0.99203,0.99704,0.95889,0.98272,0.99666,0.98117,0.99177,0.99529
2205.2329,0.98865,0.98109,0.96571,0.99204,0.99706,0.95878,0.98274,0.99669,0.98118,0.99177,0.99533
2203.1929,0.9887,0.98104,0.96563,0.99205,0.99707,0.95868,0.98276,0.99671,0.98121,0.99177,0.99537
2201.15291,0.98874,0.98099,0.96555,0.99206,0.99709,0.95858,0.98278,0.99673,0.98124,0.99176,0.9954
2199.11292,0.98878,0.98094,0.96548,0.99207,0.9971,0.95847,0.9828,0.99676,0.98127,0.99175,0.99544
2197.07292,0.9888,0.98089,0.96539,0.99207,0.99711,0.95837,0.98282,0.99677,0.98131,0.99173,0.99546
2195.03293,0.98881,0.98086,0.96531,0.99206,0.99712,0.95828,0.98283,0.99679,0.98135,0.99171,0.99548
2192.99293,0.98883,0.98084,0.96522,0.99206,0.99713,0.95819,0.98284,0.99679,0.98139,0.9917,0.9955
2190.95294,0.98885,0.98084,0.96512,0.99205,0.99714,0.95809,0.98286,0.9968,0.98144,0.99168,0.99551
2188.91295,0.98887,0.98084,0.96503,0.99205,0.99714,0.95797,0.98287,0.9968,0.98149,0.99167,0.99553
2186.87295,0.9889,0.98085,0.96493,0.99204,0.99715,0.95786,0.98288,0.9968,0.98153,0.99165,0.99553
2184.83296,0.98892,0.98086,0.96481,0.99204,0.99715,0.95774,0.9829,0.99681,0.98158,0.99164,0.99554
2182.79297,0.98895,0.98087,0.96469,0.99204,0.99716,0.95761,0.98291,0.99681,0.98162,0.99163,0.99554
2180.75297,0.98899,0.9809,0.96456,0.99204,0.99717,0.95747,0.98293,0.99681,0.98166,0.99163,0.99554
2178.71298,0.98903,0.98093,0.96441,0.99204,0.99717,0.95732,0.98294,0.99681,0.9817,0.99163,0.99554
2176.67299,0.98907,0.98096,0.96426,0.99204,0.99718,0.95718,0.98296,0.99682,0.98173,0.99163,0.99554
2174.63299,0.98911,0.981,0.96413,0.99204,0.99719,0.95705,0.98298,0.99682,0.98177,0.99164,0.99553
2172.593,0.98916,0.98104,0.964,0.99204,0.9972,0.95694,0.983,0.99683,0.9818,0.99165,0.99553
2170.55301,0.9892,0.98107,0.96387,0.99204,0.99721,0.95683,0.98301,0.99683,0.98183,0.99167,0.99553
2168.51301,0.98925,0.98111,0.96375,0.99204,0.99722,0.95672,0.98303,0.99684,0.98185,0.99169,0.99554
2166.47302,0.9893,0.98115,0.96364,0.99204,0.99723,0.95663,0.98305,0.99685,0.98188,0.99171,0.99554
2164.43303,0.98935,0.9812,0.96356,0.99204,0.99723,0.95656,0.98306,0.99686,0.98192,0.99173,0.99555
2162.39303,0.98939,0.98125,0.96351,0.99204,0.99724,0.95652,0.98308,0.99687,0.98195,0.99176,0.99556
2160.35304,0.98944,0.9813,0.96348,0.99203,0.99725,0.95649,0.9831,0.99688,0.982,0.99178,0.99557
2158.31305,0.9895,0.98134,0.96346,0.99203,0.99726,0.95647,0.98311,0.9969,0.98204,0.99181,0.99559
2156.27305,0.98956,0.98139,0.96346,0.99203,0.99728,0.95648,0.98313,0.99691,0.98209,0.99184,0.9956
2154.23306,0.98962,0.98144,0.96347,0.99203,0.99729,0.95649,0.98315,0.99693,0.98214,0.99187,0.99561
2152.19307,0.98967,0.98149,0.96349,0.99203,0.9973,0.95652,0.98317,0.99695,0.9822,0.9919,0.99563
2150.15307,0.9897,0.98153,0.96353,0.99203,0.99731,0.95656,0.98319,0.99698,0.98225,0.99192,0.99564
2148.11308,0.98973,0.98158,0.96356,0.99203,0.99733,0.95661,0.98322,0.997,0.98231,0.99195,0.99566
2146.07309,0.98976,0.98165,0.96361,0.99204,0.99735,0.95668,0.98325,0.99702,0.98237,0.99197,0.99568
2144.03309,0.98981,0.98172,0.96366,0.99205,0.99737,0.95674,0.98328,0.99705,0.98242,0.99199,0.99571
2141.9931,0.98985,0.98179,0.96373,0.99206,0.9974,0.95681,0.98332,0.99708,0.98247,0.99201,0.99574
2139.95311,0.98991,0.98185,0.96381,0.99208,0.99742,0.95688,0.98337,0.99711,0.98252,0.99202,0.99577
2137.91311,0.98995,0.98191,0.9639,0.9921,0.99745,0.95695,0.98341,0.99714,0.98256,0.99204,0.9958
2135.87312,0.98999,0.98197,0.96399,0.99212,0.99748,0.95703,0.98346,0.99717,0.98261,0.99205,0.99583
2133.83313,0.99004,0.98203,0.9641,0.99214,0.9975,0.9571,0.98352,0.9972,0.98265,0.99206,0.99587
