waveno,SA,mel,pre2,MF2,MFC2,pre4,MF4,MFC4,pre6,MF6,MFC6
3533.26862,0.99636,0.99723,0.81504,0.98217,0.9987,0.77638,0.98118,0.9977,0.97399,0.98964,0.9961
3531.22862,0.99638,0.99731,0.81161,0.98201,0.99872,0.77264,0.98085,0.99772,0.97353,0.98958,0.99611
3529.18863,0.99647,0.99742,0.80807,0.98183,0.99873,0.76876,0.9805,0.99773,0.97306,0.9895,0.99611
3527.14864,0.99654,0.99755,0.80442,0.98164,0.99875,0.76483,0.98013,0.99772,0.97257,0.98941,0.99609
3525.10864,0.99654,0.99766,0.80063,0.98146,0.99877,0.76082,0.97976,0.99772,0.97209,0.98932,0.99608
3523.06865,0.99658,0.99773,0.7967,0.98128,0.9988,0.75664,0.9794,0.99771,0.9716,0.98924,0.99608
3521.02866,0.99661,0.99775,0.79261,0.9811,0.99884,0.75232,0.97905,0.99772,0.97111,0.98917,0.99608
3518.98866,0.99656,0.99776,0.78829,0.98093,0.99888,0.74792,0.97871,0.99773,0.97063,0.98911,0.9961
3516.94867,0.99653,0.99779,0.78374,0.98077,0.99892,0.7434,0.97839,0.99775,0.97014,0.98907,0.99612
3514.90868,0.99658,0.99787,0.77905,0.98061,0.99897,0.73873,0.97809,0.99778,0.96965,0.98903,0.99616
3512.86868,0.99665,0.99798,0.7743,0.98045,0.999,0.73402,0.97777,0.99781,0.96913,0.98897,0.9962
3510.82869,0.99663,0.99809,0.76949,0.98027,0.99902,0.72935,0.97744,0.99783,0.9686,0.98889,0.99623
3508.7887,0.99658,0.99818,0.76462,0.98008,0.99902,0.72468,0.9771,0.99786,0.96806,0.98879,0.99625
3506.7487,0.99661,0.99828,0.75978,0.97988,0.99902,0.71993,0.97674,0.99787,0.96751,0.98869,0.99627
3504.70871,0.99662,0.99837,0.75499,0.97967,0.99902,0.71519,0.97638,0.99789,0.96696,0.98858,0.99628
3502.66872,0.99658,0.99846,0.75019,0.97946,0.99901,0.71048,0.97602,0.9979,0.96641,0.98847,0.9963
3500.62872,0.99657,0.99856,0.74541,0.97926,0.99902,0.70578,0.97568,0.99792,0.96587,0.98838,0.99632
3498.58873,0.99659,0.99873,0.74067,0.97907,0.99903,0.70112,0.97535,0.99795,0.96534,0.9883,0.99635
3496.54874,0.9966,0.999,0.73598,0.9789,0.99904,0.69656,0.97502,0.99798,0.96481,0.98823,0.99639
3494.50874,0.99661,0.99935,0.73138,0.97873,0.99905,0.69208,0.9747,0.99801,0.96428,0.98815,0.99642
3492.46875,0.99662,0.99962,0.72688,0.97856,0.99906,0.6877,0.97437,0.99804,0.96376,0.98808,0.99645
3490.42876,0.99661,0.99966,0.72254,0.97838,0.99908,0.68347,0.97404,0.99805,0.96324,0.98799,0.99648
3488.38876,0.99661,0.9994,0.71842,0.9782,0.9991,0.6794,0.9737,0.99807,0.96272,0.9879,0.9965
3486.34877,0.99661,0.99886,0.71454,0.97801,0.99912,0.67552,0.97336,0.99807,0.9622,0.98781,0.99651
3484.30877,0.99661,0.99808,0.71087,0.97783,0.99914,0.67184,0.97302,0.99808,0.96168,0.98772,0.99651
3482.26878,0.99664,0.99714,0.70737,0.97764,0.99918,0.6683,0.97267,0.99808,0.96116,0.98762,0.99651
3480.22879,0.99671,0.99612,0.70408,0.97746,0.99922,0.66489,0.97233,0.99808,0.96065,0.98752,0.9965
3478.18879,0.99672,0.99509,0.70098,0.97729,0.99926,0.66166,0.97199,0.99807,0.96014,0.98743,0.99649
3476.1488,0.99665,0.99407,0.69796,0.97712,0.99931,0.65857,0.97166,0.99806,0.95963,0.98734,0.99649
3474.10881,0.9966,0.99312,0.69506,0.97696,0.99936,0.65552,0.97133,0.99805,0.95912,0.98726,0.99648
3472.06881,0.99661,0.9923,0.69234,0.97679,0.9994,0.65254,0.971,0.99803,0.95859,0.98716,0.99647
3470.02882,0.99659,0.9916,0.68979,0.97662,0.99943,0.6497,0.97066,0.99801,0.95804,0.98706,0.99646
3467.98883,0.99658,0.99102,0.68731,0.97644,0.99946,0.64693,0.9703,0.99798,0.95747,0.98695,0.99644
3465.94883,0.99662,0.99057,0.68489,0.97626,0.99948,0.64416,0.96992,0.99796,0.95688,0.98684,0.99641
3463.90884,0.99666,0.99029,0.68251,0.97607,0.99949,0.6414,0.96952,0.99794,0.95627,0.98672,0.99638
3461.86885,0.9967,0.99017,0.68014,0.97587,0.9995,0.63863,0.9691,0.99791,0.95563,0.9866,0.99634
3459.82885,0.99675,0.99024,0.67773,0.97566,0.99949,0.63578,0.96865,0.99789,0.95498,0.98649,0.9963
3457.78886,0.99682,0.9905,0.67528,0.97544,0.99948,0.63283,0.96818,0.99787,0.9543,0.98637,0.99625
3455.74887,0.99685,0.99096,0.67275,0.97522,0.99947,0.6298,0.96768,0.99785,0.9536,0.98626,0.99619
3453.70887,0.99689,0.99166,0.67013,0.97499,0.99944,0.62665,0.96715,0.99783,0.95287,0.98614,0.99613
3451.66888,0.99692,0.99259,0.66743,0.97475,0.99941,0.62338,0.96659,0.99781,0.95213,0.98601,0.99607
3449.62889,0.99692,0.99373,0.66461,0.9745,0.99936,0.62,0.966,0.99779,0.95135,0.98587,0.99599
3447.58889,0.9969,0.99497,0.66168,0.97423,0.9993,0.61652,0.96537,0.99776,0.95056,0.9857,0.9959
3445.5489,0.99691,0.99614,0.65866,0.97394,0.99923,0.61293,0.9647,0.99773,0.94976,0.98553,0.99579
3443.50891,0.99691,0.99704,0.65559,0.97364,0.99917,0.60927,0.964,0.99769,0.94896,0.98536,0.99569
3441.46891,0.9969,0.99755,0.65247,0.97334,0.9991,0.60556,0.96329,0.99766,0.94816,0.98519,0.99559
3439.42892,0.99689,0.99767,0.64927,0.97303,0.99902,0.60176,0.96255,0.99762,0.94736,0.98502,0.99548
3437.38893,0.99689,0.99746,0.64601,0.97272,0.99895,0.59789,0.96181,0.99759,0.94656,0.98483,0.99537
3435.34893,0.99688,0.99699,0.64267,0.97241,0.99887,0.59398,0.96106,0.99754,0.94577,0.98464,0.99527
3433.30894,0.99688,0.99638,0.63927,0.97209,0.99879,0.59005,0.96029,0.99748,0.94498,0.98444,0.99516
3431.26895,0.99687,0.99569,0.63585,0.97176,0.99871,0.58613,0.95952,0.99741,0.9442,0.98423,0.99506
3429.22895,0.99685,0.99495,0.63242,0.97143,0.99862,0.58223,0.95874,0.99733,0.94343,0.98401,0.99496
3427.18896,0.99682,0.99417,0.629,0.9711,0.99854,0.57834,0.95797,0.99723,0.94266,0.98379,0.99487
3425.14897,0.99682,0.99339,0.62562,0.97076,0.99845,0.57445,0.9572,0.99713,0.94189,0.98356,0.99479
3423.10897,0.99685,0.99264,0.62229,0.97044,0.99836,0.5706,0.95643,0.99703,0.94114,0.98332,0.9947
3421.06898,0.99685,0.99194,0.61894,0.97012,0.99828,0.56681,0.95567,0.99692,0.94038,0.98308,0.99463
3419.02899,0.99689,0.99129,0.61555,0.96981,0.99821,0.56302,0.95492,0.99682,0.93964,0.98285,0.99456
3416.98899,0.99695,0.99072,0.61215,0.9695,0.99814,0.5592,0.95419,0.99672,0.9389,0.98262,0.99449
3414.949,0.99698,0.99026,0.60875,0.96921,0.99808,0.55541,0.95346,0.99662,0.93816,0.98239,0.99443
3412.909,0.997,0.98993,0.60533,0.96893,0.99803,0.55163,0.95275,0.99653,0.93743,0.98216,0.99438
3410.86901,0.99701,0.98977,0.60188,0.96866,0.99798,0.54787,0.95206,0.99643,0.93669,0.98194,0.99433
3408.82902,0.99702,0.98978,0.59846,0.9684,0.99794,0.54415,0.95138,0.99635,0.93595,0.98171,0.99428
3406.78902,0.99702,0.98998,0.59506,0.96814,0.9979,0.54049,0.95072,0.99627,0.9352,0.98148,0.99422
3404.74903,0.99701,0.99037,0.59169,0.9679,0.99786,0.53686,0.95007,0.99619,0.93445,0.98125,0.99416
3402.70904,0.99701,0.99094,0.58833,0.96767,0.99782,0.53324,0.94942,0.99612,0.9337,0.98102,0.9941
3400.66904,0.99703,0.99165,0.58496,0.96745,0.99779,0.52966,0.9488,0.99606,0.93294,0.9808,0.99403
3398.62905,0.99706,0.99245,0.58162,0.96723,0.99775,0.5261,0.94818,0.996,0.93219,0.98059,0.99396
3396.58906,0.99708,0.99326,0.57835,0.96704,0.99773,0.52261,0.9476,0.99595,0.93144,0.98041,0.9939
3394.54906,0.99707,0.99396,0.5751,0.96688,0.99771,0.51915,0.94704,0.99592,0.93069,0.98026,0.99385
3392.50907,0.99707,0.99447,0.57187,0.96673,0.99769,0.51571,0.94651,0.9959,0.92993,0.98013,0.99381
3390.46908,0.99706,0.99481,0.56868,0.96661,0.99767,0.5123,0.946,0.99588,0.92916,0.98001,0.99378
3388.42908,0.99702,0.99504,0.56555,0.96649,0.99765,0.50893,0.94552,0.99588,0.92837,0.97992,0.99376
3386.38909,0.99698,0.99521,0.56249,0.96639,0.99762,0.50563,0.94505,0.99587,0.92757,0.97983,0.99374
3384.3491,0.99694,0.99536,0.55947,0.96629,0.99759,0.50237,0.94459,0.99586,0.92674,0.97975,0.99372
3382.3091,0.99691,0.99547,0.55648,0.9662,0.99755,0.49915,0.94414,0.99585,0.92589,0.97968,0.99371
3380.26911,0.99689,0.99553,0.5535,0.96611,0.99752,0.49593,0.9437,0.99583,0.925,0.97961,0.9937
3378.22912,0.99687,0.99553,0.55053,0.96604,0.99748,0.49269,0.94326,0.99582,0.92407,0.97955,0.9937
3376.18912,0.99685,0.99548,0.54754,0.96597,0.99744,0.48942,0.94283,0.99581,0.92309,0.97949,0.9937
3374.14913,0.99684,0.99538,0.54453,0.96591,0.99741,0.48615,0.9424,0.99581,0.92206,0.97943,0.9937
3372.10914,0.99682,0.99521,0.54152,0.96585,0.99737,0.48285,0.94197,0.9958,0.92098,0.97936,0.99369
3370.06914,0.99679,0.99499,0.5385,0.96579,0.99733,0.4795,0.94153,0.99578,0.91982,0.97929,0.99369
3368.02915,0.99675,0.99472,0.53545,0.96572,0.9973,0.4761,0.94109,0.99577,0.91859,0.9792,0.99369
3365.98916,0.99668,0.99441,0.53237,0.96565,0.99726,0.47267,0.94064,0.99575,0.91729,0.97911,0.99369
3363.94916,0.99663,0.99407,0.52927,0.96558,0.99723,0.4692,0.94019,0.99573,0.91592,0.979,0.99368
3361.90917,0.99661,0.9937,0.52621,0.96551,0.9972,0.46571,0.93973,0.99572,0.91446,0.97888,0.99367
3359.86918,0.99659,0.99328,0.52323,0.96543,0.99717,0.46222,0.93927,0.9957,0.91292,0.97874,0.99366
3357.82918,0.99656,0.99279,0.52031,0.96535,0.99714,0.45873,0.93879,0.99568,0.91132,0.9786,0.99364
3355.78919,0.99656,0.99227,0.51743,0.96527,0.99712,0.45522,0.93832,0.99567,0.90965,0.97844,0.99362
3353.7492,0.99657,0.99172,0.51458,0.96518,0.99709,0.45173,0.93784,0.99565,0.90793,0.97828,0.9936
3351.7092,0.99658,0.99114,0.51181,0.96508,0.99706,0.4483,0.93736,0.99564,0.90618,0.97812,0.99357
3349.66921,0.99658,0.99054,0.50917,0.96498,0.99704,0.44499,0.9369,0.99563,0.90442,0.97796,0.99354
3347.62922,0.99657,0.98992,0.50672,0.96489,0.99702,0.44183,0.93644,0.99563,0.90265,0.9778,0.99352
3345.58922,0.99654,0.9893,0.50449,0.96479,0.997,0.43886,0.93599,0.99563,0.90091,0.97765,0.99349
3343.54923,0.9965,0.98867,0.50248,0.96468,0.99698,0.4361,0.93554,0.99562,0.89922,0.9775,0.99347
3341.50923,0.99643,0.98807,0.50072,0.96458,0.99697,0.4336,0.93511,0.99562,0.8976,0.97735,0.99345
3339.46924,0.99634,0.98751,0.4992,0.96447,0.99695,0.4314,0.9347,0.99561,0.89606,0.9772,0.99342
3337.42925,0.99628,0.987,0.49795,0.96437,0.99693,0.42952,0.93429,0.9956,0.89464,0.97705,0.9934
3335.38925,0.99623,0.98654,0.49697,0.96428,0.99692,0.42796,0.9339,0.99559,0.89335,0.97691,0.99338
3333.34926,0.99622,0.98612,0.49626,0.96419,0.9969,0.42672,0.93353,0.99557,0.89221,0.97677,0.99336
3331.30927,0.9962,0.98574,0.49583,0.96411,0.99688,0.42582,0.93318,0.99556,0.89123,0.97665,0.99334
3329.26927,0.99618,0.98538,0.49565,0.96404,0.99687,0.42529,0.93285,0.99554,0.89042,0.97653,0.99333
3327.22928,0.99616,0.98506,0.4957,0.96398,0.99685,0.4251,0.93252,0.99551,0.88978,0.97641,0.99331
3325.18929,0.99613,0.98481,0.496,0.96392,0.99683,0.42526,0.93222,0.99549,0.88932,0.9763,0.9933
3323.14929,0.99609,0.98462,0.49652,0.96388,0.99682,0.42572,0.93192,0.99546,0.88901,0.9762,0.99329
3321.1093,0.99606,0.9845,0.49724,0.96385,0.9968,0.42644,0.93164,0.99542,0.88886,0.97609,0.99328
3319.06931,0.99604,0.98442,0.49813,0.96383,0.99679,0.42739,0.93138,0.99539,0.88885,0.976,0.99328
3317.02931,0.99601,0.98439,0.49919,0.96382,0.99678,0.42852,0.93113,0.99536,0.88896,0.97591,0.99328
3314.98932,0.996,0.98438,0.5004,0.96382,0.99677,0.42982,0.9309,0.99533,0.88917,0.97582,0.99329
3312.94933,0.99597,0.98441,0.50175,0.96383,0.99676,0.43126,0.93068,0.99531,0.88945,0.97573,0.99329
3310.90933,0.99594,0.98446,0.50319,0.96385,0.99675,0.4328,0.93047,0.99529,0.88979,0.97565,0.9933
3308.86934,0.99591,0.98453,0.50467,0.96387,0.99673,0.43439,0.93027,0.99527,0.89017,0.97556,0.99332
3306.82935,0.99591,0.98462,0.50615,0.96389,0.99671,0.43599,0.93008,0.99525,0.89056,0.97547,0.99333
3304.78935,0.99591,0.98471,0.50764,0.96392,0.99669,0.43758,0.92991,0.99524,0.89096,0.97538,0.99334
3302.74936,0.9959,0.98479,0.50913,0.96394,0.99667,0.43917,0.92975,0.99523,0.89134,0.97529,0.99334
3300.70937,0.99589,0.98489,0.51065,0.96396,0.99665,0.44075,0.9296,0.99522,0.8917,0.9752,0.99335
3298.66937,0.99587,0.985,0.51217,0.96399,0.99663,0.44228,0.92946,0.99521,0.89203,0.9751,0.99336
3296.62938,0.99583,0.98512,0.51365,0.96401,0.9966,0.44375,0.92933,0.99521,0.89231,0.975,0.99337
3294.58939,0.9958,0.98526,0.51507,0.96403,0.99658,0.44515,0.92921,0.9952,0.89256,0.9749,0.99337
3292.54939,0.99576,0.98541,0.51643,0.96405,0.99655,0.4465,0.92911,0.9952,0.89276,0.9748,0.99338
3290.5094,0.99575,0.98558,0.51773,0.96408,0.99652,0.4478,0.92902,0.99519,0.89291,0.97471,0.9934
3288.46941,0.99576,0.98575,0.51898,0.96412,0.9965,0.44904,0.92895,0.9952,0.89302,0.97462,0.99341
3286.42941,0.99576,0.98593,0.52017,0.96415,0.99648,0.45018,0.9289,0.9952,0.89309,0.97453,0.99344
3284.38942,0.99573,0.98611,0.52128,0.9642,0.99646,0.45125,0.92885,0.99521,0.89312,0.97446,0.99347
3282.34943,0.99565,0.98627,0.52229,0.96424,0.99645,0.45225,0.92882,0.99522,0.89312,0.97439,0.9935
3280.30943,0.99559,0.98641,0.52321,0.96429,0.99645,0.45317,0.9288,0.99523,0.89309,0.97432,0.99354
3278.26944,0.99555,0.98655,0.52404,0.96435,0.99647,0.454,0.92879,0.99525,0.89304,0.97426,0.99359
3276.22945,0.99549,0.9867,0.52477,0.96441,0.99649,0.45473,0.92878,0.99527,0.89296,0.97421,0.99364
3274.18945,0.99544,0.98685,0.52538,0.96448,0.99652,0.45534,0.92878,0.99529,0.89285,0.97416,0.99369
3272.14946,0.9954,0.98698,0.52586,0.96456,0.99655,0.45584,0.9288,0.99532,0.89272,0.97412,0.99375
3270.10946,0.99536,0.98709,0.52622,0.96464,0.99659,0.45622,0.92882,0.99535,0.89257,0.97409,0.99382
3268.06947,0.99529,0.98717,0.52647,0.96473,0.99664,0.45649,0.92884,0.99538,0.8924,0.97406,0.99388
3266.02948,0.99521,0.98725,0.52662,0.96482,0.99669,0.45668,0.92887,0.99541,0.8922,0.97403,0.99395
3263.98948,0.99512,0.98733,0.52665,0.9649,0.99674,0.45676,0.92891,0.99544,0.89198,0.974,0.99401
3261.94949,0.99506,0.98739,0.52656,0.96499,0.99679,0.45673,0.92895,0.99546,0.89175,0.97396,0.99406
3259.9095,0.99501,0.98745,0.52635,0.96507,0.99683,0.45661,0.92899,0.99549,0.89151,0.97393,0.99411
3257.8695,0.99497,0.98749,0.52603,0.96516,0.99688,0.45642,0.92903,0.9955,0.89126,0.9739,0.99416
3255.82951,0.99492,0.98753,0.52561,0.96524,0.99691,0.45617,0.92908,0.99552,0.89101,0.97387,0.99419
3253.78952,0.99488,0.98755,0.5251,0.96531,0.99694,0.45587,0.92912,0.99552,0.89076,0.97384,0.99422
3251.74952,0.99485,0.98757,0.52453,0.96539,0.99696,0.45552,0.92918,0.99552,0.89052,0.97381,0.99424
3249.70953,0.99481,0.98758,0.52391,0.96546,0.99698,0.45517,0.92924,0.99552,0.8903,0.97378,0.99426
3247.66954,0.99476,0.98758,0.52323,0.96553,0.99698,0.45485,0.92931,0.99551,0.8901,0.97374,0.99427
3245.62954,0.99471,0.98758,0.52251,0.9656,0.99698,0.45458,0.92938,0.9955,0.88991,0.97371,0.99427
3243.58955,0.99466,0.98758,0.52182,0.96566,0.99697,0.4544,0.92945,0.99549,0.88975,0.97369,0.99428
3241.54956,0.9946,0.98759,0.52116,0.96573,0.99697,0.45433,0.92954,0.99548,0.88961,0.97367,0.99428
3239.50956,0.99453,0.98759,0.52058,0.9658,0.99696,0.45433,0.92964,0.99547,0.88949,0.97366,0.99429
3237.46957,0.99444,0.98757,0.52008,0.96587,0.99696,0.45444,0.92976,0.99547,0.8894,0.97366,0.9943
3235.42958,0.99433,0.98752,0.51966,0.96594,0.99696,0.45466,0.92988,0.99546,0.88933,0.97366,0.99432
3233.38958,0.99421,0.98745,0.51935,0.96602,0.99697,0.45501,0.93001,0.99546,0.88928,0.97367,0.99434
3231.34959,0.9941,0.98735,0.51916,0.96609,0.99698,0.45551,0.93014,0.99546,0.88925,0.97368,0.99436
3229.3096,0.994,0.98723,0.51908,0.96618,0.99699,0.45615,0.93029,0.99547,0.88923,0.97369,0.99439
3227.2696,0.9939,0.98708,0.51912,0.96627,0.997,0.4569,0.93044,0.99548,0.88922,0.97371,0.99442
3225.22961,0.99379,0.9869,0.51927,0.96637,0.99702,0.45776,0.93061,0.99549,0.88921,0.97374,0.99446
3223.18962,0.99369,0.98668,0.51956,0.96648,0.99703,0.45871,0.93078,0.99551,0.88919,0.97377,0.99449
3221.14962,0.99356,0.98644,0.52001,0.96659,0.99705,0.45976,0.93095,0.99553,0.88916,0.97379,0.99452
3219.10963,0.99342,0.98619,0.52059,0.9667,0.99707,0.46089,0.93113,0.99555,0.88912,0.97382,0.99455
3217.06964,0.99329,0.98595,0.52127,0.96682,0.99709,0.46209,0.9313,0.99557,0.88907,0.97385,0.99458
3215.02964,0.99316,0.9857,0.52206,0.96694,0.99711,0.46335,0.93148,0.99559,0.88899,0.97387,0.99461
3212.98965,0.99303,0.98545,0.52294,0.96706,0.99713,0.46467,0.93165,0.99561,0.88891,0.9739,0.99463
3210.94966,0.99289,0.9852,0.5239,0.96719,0.99714,0.46604,0.93182,0.99563,0.88881,0.97392,0.99465
3208.90966,0.99277,0.98493,0.52494,0.96731,0.99714,0.46745,0.93199,0.99564,0.88869,0.97394,0.99466
3206.86967,0.99266,0.98467,0.52603,0.96743,0.99714,0.4689,0.93215,0.99565,0.88858,0.97395,0.99467
3204.82968,0.99257,0.98441,0.52715,0.96754,0.99713,0.47039,0.9323,0.99565,0.88846,0.97396,0.99466
3202.78968,0.99249,0.98416,0.52832,0.96766,0.99711,0.47192,0.93245,0.99565,0.88834,0.97397,0.99466
3200.74969,0.99239,0.98391,0.52954,0.96778,0.99709,0.47349,0.93259,0.99564,0.88823,0.97398,0.99465
3198.70969,0.99229,0.98366,0.53079,0.96789,0.99706,0.47511,0.93273,0.99562,0.88813,0.97399,0.99463
3196.6697,0.99218,0.98343,0.53209,0.968,0.99704,0.47678,0.93286,0.99561,0.88804,0.974,0.99462
3194.62971,0.99209,0.98323,0.53343,0.96811,0.99701,0.47852,0.93299,0.99559,0.88797,0.97402,0.99461
3192.58971,0.99202,0.98304,0.5348,0.96822,0.99699,0.48031,0.93313,0.99557,0.88792,0.97405,0.9946
3190.54972,0.99197,0.98286,0.53622,0.96832,0.99697,0.48215,0.93327,0.99554,0.8879,0.97407,0.99459
3188.50973,0.99192,0.98269,0.53768,0.96843,0.99695,0.48405,0.93342,0.99551,0.8879,0.9741,0.99458
3186.46973,0.99185,0.98254,0.53915,0.96854,0.99693,0.48603,0.93356,0.99548,0.88793,0.97414,0.99458
3184.42974,0.99177,0.98239,0.54064,0.96866,0.99691,0.48808,0.93372,0.99545,0.88798,0.97418,0.99458
3182.38975,0.9917,0.98226,0.54216,0.96878,0.9969,0.49023,0.93388,0.99542,0.88807,0.97422,0.99458
3180.34975,0.99164,0.98214,0.54374,0.96891,0.99688,0.49245,0.93406,0.99539,0.88818,0.97427,0.99458
3178.30976,0.99158,0.98202,0.54537,0.96905,0.99688,0.49475,0.93425,0.99536,0.88832,0.97433,0.99459
3176.26977,0.99151,0.9819,0.54705,0.96919,0.99687,0.49711,0.93446,0.99534,0.88848,0.9744,0.99459
3174.22977,0.99142,0.98179,0.54878,0.96935,0.99687,0.49953,0.93468,0.99533,0.88866,0.97448,0.9946
3172.18978,0.99131,0.98168,0.55056,0.96952,0.99688,0.50203,0.93492,0.99532,0.88886,0.97457,0.99462
3170.14979,0.99119,0.98156,0.55238,0.9697,0.99688,0.5046,0.93517,0.99531,0.88909,0.97468,0.99463
3168.10979,0.99106,0.98143,0.55424,0.96989,0.99689,0.50725,0.93544,0.99531,0.88933,0.97479,0.99465
3166.0698,0.9909,0.98128,0.55617,0.97008,0.9969,0.50999,0.93573,0.99532,0.88959,0.9749,0.99467
3164.02981,0.99073,0.98113,0.55816,0.97028,0.99691,0.51281,0.93603,0.99532,0.88988,0.97502,0.99469
3161.98981,0.99056,0.98095,0.56022,0.97048,0.99692,0.5157,0.93634,0.99532,0.89018,0.97514,0.9947
3159.94982,0.99041,0.98074,0.56233,0.97068,0.99692,0.51866,0.93666,0.99533,0.89051,0.97526,0.99472
3157.90983,0.99028,0.98051,0.56449,0.97089,0.99692,0.52168,0.93699,0.99533,0.89086,0.97539,0.99473
3155.86983,0.99014,0.98023,0.56674,0.9711,0.99693,0.52476,0.93733,0.99533,0.89123,0.97551,0.99474
3153.82984,0.98998,0.97989,0.56906,0.97131,0.99693,0.52789,0.93767,0.99533,0.89161,0.97563,0.99476
3151.78985,0.98979,0.97948,0.57144,0.97152,0.99693,0.53107,0.93801,0.99532,0.89201,0.97575,0.99476
3149.74985,0.98961,0.97902,0.57387,0.97173,0.99692,0.5343,0.93836,0.99531,0.89243,0.97586,0.99477
3147.70986,0.98945,0.97853,0.57636,0.97192,0.99692,0.53758,0.9387,0.9953,0.89286,0.97596,0.99476
3145.66987,0.9893,0.97801,0.5789,0.97212,0.99691,0.54089,0.93904,0.99527,0.8933,0.97606,0.99475
3143.62987,0.98914,0.97746,0.58149,0.9723,0.99691,0.54423,0.93938,0.99524,0.89376,0.97615,0.99474
3141.58988,0.98898,0.97689,0.58411,0.97247,0.9969,0.54758,0.93971,0.99521,0.89422,0.97623,0.99472
3139.54989,0.9888,0.97632,0.58674,0.97264,0.99688,0.55093,0.94003,0.99517,0.89468,0.9763,0.99469
3137.50989,0.98861,0.97574,0.58938,0.9728,0.99686,0.55429,0.94035,0.99513,0.89515,0.97636,0.99466
3135.4699,0.98842,0.97518,0.59203,0.97295,0.99684,0.55766,0.94066,0.99509,0.89563,0.97642,0.99463
3133.42991,0.98822,0.97463,0.59472,0.97309,0.99682,0.56102,0.94097,0.99504,0.89609,0.97646,0.99459
3131.38991,0.98803,0.97413,0.59742,0.97323,0.9968,0.56436,0.94128,0.995,0.89656,0.97651,0.99454
3129.34992,0.98784,0.97366,0.60011,0.97337,0.99679,0.56768,0.94158,0.99496,0.89702,0.97656,0.9945
3127.30992,0.98764,0.97322,0.60279,0.9735,0.99677,0.57096,0.94189,0.99492,0.89748,0.97661,0.99447
3125.26993,0.98742,0.97284,0.60549,0.97363,0.99676,0.57424,0.9422,0.99489,0.89793,0.97667,0.99443
3123.22994,0.98719,0.97252,0.60819,0.97375,0.99674,0.57752,0.94251,0.99485,0.89837,0.97674,0.9944
3121.18994,0.98697,0.97224,0.6109,0.97388,0.99672,0.5808,0.94282,0.99482,0.89882,0.97681,0.99437
3119.14995,0.98674,0.97201,0.61361,0.97401,0.99671,0.58408,0.94314,0.99479,0.89926,0.9769,0.99434
3117.10996,0.9865,0.97183,0.61633,0.97413,0.9967,0.58738,0.94347,0.99476,0.89971,0.977,0.99431
3115.06996,0.98626,0.9717,0.61905,0.97427,0.99669,0.59067,0.94381,0.99473,0.90016,0.97711,0.99429
3113.02997,0.98603,0.97161,0.62177,0.9744,0.99668,0.59395,0.94416,0.9947,0.90062,0.97723,0.99428
3110.98998,0.98581,0.97159,0.6245,0.97455,0.99667,0.59722,0.94452,0.99467,0.90107,0.97736,0.99427
3108.94998,0.98559,0.9716,0.62727,0.9747,0.99667,0.60051,0.94489,0.99464,0.90153,0.9775,0.99426
3106.90999,0.98535,0.97164,0.63006,0.97486,0.99666,0.60384,0.94525,0.99461,0.902,0.97766,0.99425
3104.87,0.9851,0.97167,0.63288,0.97502,0.99666,0.60718,0.94562,0.99458,0.90247,0.97781,0.99424
3102.83,0.98486,0.97172,0.63572,0.97519,0.99665,0.61053,0.94599,0.99455,0.90295,0.97797,0.99423
3100.79001,0.98464,0.97179,0.63858,0.97536,0.99663,0.61389,0.94635,0.99451,0.90344,0.97814,0.99422
3098.75002,0.98442,0.97186,0.64145,0.97552,0.99662,0.61727,0.94671,0.99448,0.90394,0.97831,0.9942
3096.71002,0.98421,0.97193,0.64431,0.97569,0.99661,0.62066,0.94706,0.99444,0.90444,0.97848,0.99418
3094.67003,0.98399,0.97199,0.64718,0.97586,0.99659,0.62406,0.94741,0.99441,0.90495,0.97865,0.99416
3092.63004,0.98379,0.97205,0.65007,0.97603,0.99658,0.62746,0.94776,0.99437,0.90548,0.97881,0.99414
3090.59004,0.9836,0.97212,0.65297,0.9762,0.99656,0.63086,0.94811,0.99434,0.90601,0.97897,0.99411
3088.55005,0.98341,0.97221,0.65589,0.97636,0.99654,0.63428,0.94844,0.9943,0.90656,0.97912,0.99408
3086.51006,0.98322,0.9723,0.65884,0.97652,0.99652,0.63771,0.94877,0.99426,0.90711,0.97927,0.99405
3084.47006,0.98306,0.97237,0.6618,0.97667,0.9965,0.64115,0.94909,0.99423,0.90767,0.97941,0.99401
3082.43007,0.98294,0.97246,0.66476,0.97682,0.99648,0.64459,0.9494,0.9942,0.90823,0.97954,0.99398
3080.39008,0.98282,0.97255,0.66772,0.97696,0.99647,0.64804,0.94972,0.99417,0.9088,0.97967,0.99395
3078.35008,0.98271,0.97264,0.67071,0.97709,0.99646,0.65149,0.95003,0.99415,0.90938,0.9798,0.99392
3076.31009,0.9826,0.97274,0.67373,0.97723,0.99645,0.65496,0.95034,0.99413,0.90997,0.97993,0.9939
3074.2701,0.98247,0.97281,0.67676,0.97736,0.99645,0.65843,0.95066,0.99412,0.91057,0.98005,0.99388
3072.2301,0.98234,0.97287,0.67979,0.97749,0.99646,0.6619,0.95099,0.9941,0.91119,0.98018,0.99386
3070.19011,0.9822,0.97291,0.68283,0.97762,0.99646,0.66537,0.95131,0.99409,0.91181,0.98031,0.99385
3068.15012,0.98206,0.97297,0.68586,0.97774,0.99647,0.66885,0.95164,0.99408,0.91244,0.98043,0.99384
